Results of 3 bytes, method: ownmethod
56ca63fb40f4df8f82b1b06556104403a398d2552554e2cae96856befa3a64aa , 73
0e9a8f28f0be95a354cd68f6d822a79315ace65c02ff901de2d89fb48aafa6f4 , 2077
3357966e85b0fae178bc272d9cbbc6b780e7193950afe680ebe03e5c934aaec9 , 1174
1794a604d768d915021e4dc83d643e74dde917f9ea9f68b02951b3ff69b1092c , 1172
68feaf11ac21956293ef50c9c381b9d83b0bba5f8607ed1f16145964db26baa5 , 27
8b393e6fc2f581158e7dc59d14cca97e98524416f60b962b57eb332e88f4a190 , 1277
bfef552caddf9ce5302d85fffb6ff5ce76ad8cc5fc267a69127429c672822953 , 1651
5363e1c92e07c03c9af2a6ca1605faec9d983f1ec663bf512524ae5fe875948b , 2742
373e7d3bed501e4a6a73900a0c76842dcef75540790f500564040e527b17d919 , 1927
bf1cbd51f760e6163fc58d114ac718e91b719f217464e362c7150cd5eb0f622e , 795
ba8554d8a82e01c045f2583a109ebbc58b4cf1306859162ffecebcaeadc5551e , 3748
5f0023e95a668758ef9c166517d2e74b319b54e3449c393b83ac5c6dfc04f6ef , 1040
4a0bfb9a2bc1a6aacf2cc61fb3748080dd1291c58f8c54bdfd87eeca13ac2001 , 735
29c9fe3adcec71c626b502f29cd3d191f021d7ba798ed7db0d4dae42595743e8 , 560
7c2bbfe669a2f5c28043289bea54fd4f0fc1b335591f96b18c63de4552673a51 , 313
6e7593dc4371478d24705256edc0c807cf7cb9792e151628c25ce4b0ba765ccc , 871
c8d7d70ba40716d90e6e2eec36c04b3c9ec53001cd68cb2c7c21b273da121be9 , 2917
f2186699823bd2e270405c7fd0abd8f3dd20e7e286870e916a90c6da3c4f0fa6 , 536
f18811eb87d906804e41bfca8e61f86981634a9d8b81a99b313c48cfa519c399 , 1947
cbbfbd5030caa17a9e2b83010bc1cc25cb75117ddcc1eff3e04b46ba2c4dde6f , 4298
05a683f7a27c590e443f7c3c966ecbf98dc176f39fa13fdc30e671fbfbadbb75 , 359
30d5aef5353e1497c88a4069906b862769f32e61ae7c46d748a6fef512b4de2c , 1334
76de3b58c514f7b21a397fe54d1910337fdb38e6b1f1044488995ba52cfffc80 , 326
70e52a59b7525a72265d7855d4155621a43dbdc5fbea42e9673115927cbb2436 , 365
8ab1391f3ae9f21c276d136f7c2b71ba4a0dfbd1e1fa599c754e48be6534a14f , 1727
cb4734a3c0cb8535fd49e7eb596b2ce873ad1c21dea585400568855f22b8c4af , 714
96e454bd49fdc4a6b98be757ffdfbaf064e27fefea86b408468aeb0fd9124699 , 110
3cd5d46da9c1a8a6b243d7ceb5adb9edab6a844d9f980e3fd08eb761993358dc , 1190
f0684772e49928a6ef0d21723038894542a22861b0987985f924c3447990de75 , 2351
fce6102559aa11af4ffb0c4fc86499f8c14ac5f8b8fe94cc1bbff436e9e15877 , 1795
e070309e94a60892b636dbaf9ae5e7ab97d52bb545900e57d334ba58bee9f017 , 137
904c149a94bdf73e369bac36e415fd40b55e35f919816814e50a2247406cce5f , 988
127f62dd17b5e312f4d70c7f31ae5ef53054355bfab22283b4fa7059bc4e52b8 , 3098
3e6a2ee6912805112fed36b2f2a983b828e50b7c22800c8f9d9df0dff41cbdc6 , 34
274634af1a22fc17d5dde3514874e1127fe17ad67a2601fcb59148acd8631fc4 , 1948
7fa8468fdb76eb31e17b8e83d9a9bbbc49445b928e2fd4eeb2712d0068672469 , 4704
c2ddf280a7d677a060c729b21218adddc69ca6d4b6542199564ba95afa0c4f7e , 540
73b663a7b72e4fc9c8c789b1013ab9a2e5d380f2b1079fd389915904cbf39cc6 , 125
7c787ad92233913319339d7dcb215645ad9ae95a842206e05151d8a5b84ceaa4 , 122
7f40e9863ac7e59eb34bebe209175786f361b8fa1ca34528fbb1ce30d0547aaf , 899
ed74ad0ba5b4803fa9421ed36dbff6cdd472d5c89dc1502f705e54b0a8a53295 , 373
d1032ce052fc999414cc1fdbc6e2423bfe8f888af107420d83b63b992dfbbd96 , 576
4d6bf11573706bc547dbb6c6f3860d233f97f1f1197bc6e2628fe90d8214e926 , 206
9402d9257771e039abba9fa0fc829f59601e99015dbaa1a7561dadc64944a340 , 170
7a3f977a075c3a0913a9abaf5a44eb8d6f65b75f773eb86e53935ccecb7ed25b , 1597
ee50992a0af486342acc761407f25296c38102669d5288295d19054ca2cc4245 , 495
d6574a9403b2537c0c7678bf9d51eeb7cbfc2c89718c855400e40ca012437814 , 140
32c67e0bf64bc12adb739c824a41969b1ce7f62fdc982fbb17415e1f7f86ba1b , 1238
d60fc75db095b789b29b251db476c641697412b2addfa0247560a168c35db0f7 , 682
4f4c091be914ae99cb80e5a2aed38e287adbf68baef58124cde15cde290048ae , 810
72cec18dbdc2f29928f99eeb02866008aaeefa455535c63a4b0c6d46e5218958 , 804
7ec58c5acfae1e3aefb6007773052026e0edb19f870eb2f24a60a05932464c59 , 461
752557b72284cc5246b98fc177e4cf768def7c92121fe15bf009d41740d426eb , 820
4acde1cfe6eb242ca8ae30100f88b571bac2ef25936bbdadb09d02b2989cd546 , 372
def6fc7af717c4532dff7322d67890dc8f269e8236327ed2fce9b0ff5b907b22 , 523
79150722442d141f969b14e6eb926f96b705c769e187c7f341fa5314888f24c8 , 1799
52f8f59e1e96654363b18b0aedbb103bdf2871cdafa4c406e424b4cb4fdc75f3 , 961
f0f137a4dfe0de6c4cad83cb5a7e805341d99e286c9f00c75cdaad29007cea4e , 1555
714bd480ce1dace9382dac7d856fac61b2a28a1292feacb216359b4439f099d0 , 903
850441e0b6e8f78d251d7e361f25338b241151be1e86cce0241c1c7f32800ce0 , 990
996298123b85828c5af56f06c9fd5d021508b2ebd84bd203a995a006f0e962ef , 3080
fe789b97af65fcb7a4dcc668105bf97324821b0b4fe69c0510c11a89c475b4ac , 699
e2bd65608e37fea7abcaba3d8a35ccaa75c31fad270484356405a7065cb595c8 , 711
f7429fb6fa58c67953996aad3284d4d406468285ecabc44766cfd612e133a123 , 4255
eb0dcb2f41d0f2b682217192f7501992904b3dcfade64011012c3dc779f1ddfe , 938
dad56c2fff00e2f1d9285cf27d61a1a51af0d69d3621fb2f50fa210e00dd930a , 999
a37bd943fde7b8d84eb7fbef2f2ee8239832be9b4fe3a382046cbd720ae5cbc2 , 3959
22b41ff912403af3691bdeaa219f8ee8572bb86bbe9e2046fbb052d97f6bd353 , 2403
16a194644db24c10967a218d4fd182434a27a6be3d0dc115e91de30c5d8a25f1 , 338
26da9166025f383af514205963a3115d62ef6d2b1a3615725b974d96481ce86f , 1461
8799cfb40ce6aebc13dec46b2155b572d05be70b50924755923d0733b422c2fd , 120
df9bd519359679c006dbbd3979ff705097c76d5be697dfac3142efa1ffdae0b4 , 922
558c15afa16a0b8041550dcbed9ea54c94cfd9df23a03ffa08422a9ced3ac5f3 , 1919
14e82e4d45b2911d4d3eb95d3e2f81861381ff7151b546d5c9e225468d3afad0 , 961
b8f8e467b13c1b0ebdcb9c47b8ad1676edae046efce73fb4e7ba3b844470fefb , 851
dce0ec900893142dda0eed4f7e795359d0c280c2e46fce7652f0f2832d5cef02 , 2306
067e19221d36c3d2496f3f901e19fe941e0b1fe6de4022bd584037a903b18d7e , 2997
4b4c4148e4a29e8ff8520990cd0b2e9457656e70789b2fa469d1e4b6aa6bfaad , 4949
27d0ca098a0ae38860b9a70c746ba1312cb8a321a8e6ffd6254a563826969589 , 70
190537c97db0bc5a4a6f0b481cba8c95f08d2c47e9eff3ea5485bd796ca38335 , 77
425680f54c383e40b99c899f8cc3c3b155cfba2dd626efce750fce8ed7d7dd41 , 444
b61de7013bf3dea43c2a66a08693dcf2dc23a1124ab0b6453ea9dfaa10b26ba3 , 3076
5a7cbb05a455c690aa27930bfea354824adaa1173650845d269b9d597520a5b2 , 1789
0db242319a41778dbba070e7055ebe3ed196c25bac1db352c90cfcedb9c9cc9a , 4331
b8ee0e3a03e85cb46c44307b1ec1f87b209cf440adb2f7be01f5fe6e617efb63 , 866
825fbe523e76fbbe11637ce192a8274338e8478db5b74a7172becd7597933295 , 1098
ef4211a095c2887cedccbdd417ddb97d5da1842bdae6571d282c2e795f6ff66b , 812
be25b0870b5fa15f20612bcb7fe1e5d77e67fb9af3f0050489730736abe11851 , 1066
30cb4da2f4486b9b61a8b0cfcd83cb01b8eea46220465c0ee21e8a09bbcd655d , 1390
fceee00f0fed43fe10e1d53f1b1cc713b5f2255328046bfa609247d54d712f90 , 87
d4d2cb15947cd5482d078dafee4439bf4366eb43e0d1f869afc88509dcfb8dfd , 4593
22432c215609d16a4bb6abae336f001b02af5a849802e38b2542d8a6b4cbc71f , 509
c07145869762bd1aa24e58b11a6f634faba27a46784f7b15561e3d54be3b212e , 2426
cbdc9cea84cb82885377c7dbca30a18066e6d7eb55a0fdcc1fd95560f1b8ea58 , 2391
ef56f0401de43557a33c8f92574037d719595adb0f5d5f111d0d2f62343367ed , 59
ff314548145c633ebaad2ec558451f30cebfd9fc7456e01ac7dcb03f569219a9 , 251
0921a566204abb76543f1a10ffca61e0965b540d9ec192d1d4a8f22177a5641c , 1009
4ae7db52e3793e34fa9aaa9626fcc4339e3676a2ba3747f2fab28dace423e580 , 35
b6acdb5cf297f74dd6b390d46aef7d56f70370f9d230ab50f5dbe72c3010615d , 2631
fe0d7dba332469efc77c803e1e8b71930b9289e6b4e814902ee36e5838723ce7 , 706
081e38d3274addddf2814d57cefcda872fa3916e824c2f3a91ea4924ebe71bfd , 926
d03ded1d6a6370b3a72f1f26c0b9c1dadd89718ffd841366932cc4bfc4652c14 , 3013
19819c09f1516483382f4c04ccdf6032e58f90d45b3cc03844e936c5036310ff , 633
a1a04f5e8eb70fde3e1cd25677720cf50b9848bc481ca6f2d104287009f2874e , 2368
c381b9cbca3e1f3a191b772011cbf54a6c1583e0846d7bd1486e576f478caec5 , 1177
4775a06e070f25895b0199ca55843a6e6ec79e81ba3326e5741669d1c5cdd7f5 , 364
533bb915ce9d5fc3cc00f0b569d83142abd8c8150067e22b9922dea42f840b5f , 625
d630c4f1d72725fbe919dd4df84e286ec36cb773300c9cb63c8acaf5103f71b0 , 849
c80c206c599975cbcc95df90c0b3f95d24c848a20df464055e01801415537554 , 244
0a637fe02a02f2ab7e4fd13c02fd41d413fdc673ead026f8ed6bb82ff5c75f79 , 133
deae37693855f80de093a1d260ef2a8a38a7e49b87a49258015ad5d5436d9799 , 1063
c11a657857916f589aeac469d4434868bc67474239a28a0008ccd68691b9df8b , 3386
d2f361e5adf42fd0edb28274358480bb201d643525e31085de364e209c2ea249 , 1405
068f9de0444af49cbe6a184915ddb48d7ca035f0dc6ad7004a67371554663eb0 , 235
893f0c3feaf168af0bbf18d475040292b41d9529690b763b9b91f79e3a304a91 , 363
689b5f213ff75bc4f090efb807dcddd47638422f738c8fb3936ea63775804dfa , 427
f2a575ceb10f90bb35d2f37b8eb3af1d9c80e57f778e1a66a3785d42ecac6916 , 732
eaac35ab8f8d52882f6cfd6f731fe6f9c828e1e9f0b211bb0123a33f6d6ddb81 , 400
48caf3e307687f5506e8f5874a7c46ea4fb5876f86454edc09c9bd3b7cf7591a , 1865
993943bd3289c66bfe0e118e7758653902d10c3242a06b4e45f875de98c225ac , 354
0f0a1fe9f726575e0d096257d718c634781275da28b660bb169c4d3dbdede543 , 191
4aac843d92c30006324e614ff40b363fde8bf13ba37bf63ae26e75bcec825720 , 290
355f104d818677bf42eec2bbe67a2ad40c2f30aa9aad4c666637483f54e47a8e , 369
fadb81897bd42c11782389635dd9e80b6e34d2ed6f00d75a60cbd60f26585353 , 1029
15631297159a4461c141ded1f95d435f18ebabfcfae800d4b8c15c75b9303e66 , 477
25d8345390ee5a92328b5990c6cb52df018758ad61faf1703f34568b5aba4acf , 98
2625114c8c83386f855e083d0808dbf59e1a382aac42d6527c0b906ca22635d8 , 839
531318cabbf2eae700f2205dd7b42d63235e35c648f3fc4d58a987e09184284f , 422
c641e3c0e49c7c2758f6689ef722a63d2827a85099c1c8cb0462f634cb20caf3 , 651
17aec8e6b14d7a77e24ab3c8bb1c2290e0277bb5519778954fb0cf44e9a57a1e , 499
719986b913f21f85cec5d794ceb9c0bb622efdfa6385162506a4eaea28d31e6c , 2696
705cef02b772810210f761f7162fb7630a568531588564f78a5a9a12dc81a3c5 , 1416
2b00ddff6308645b041d29131cb1f7f822f4dbb6aaccc9c32efc552979feb18f , 464
952763e37c2536b35ec0073225fc82a3bf8a7ad147c9ffa45d3c75a59b456771 , 174
704a756035f80b8d24e7e2f775bd30b2bea096b70cfc20162d57fbb2f6a9885e , 165
6b7538aa7973cd526bbfb264424c310a6d01c8ecbc34f3a8e3d3bf3717bb9cb4 , 501
ee5bb6d31f100dfa70e9828da45ba654cf611eb0d34db569bde00e393fe0bf4d , 292
5d555311b3ac389075efb0425f06d9ef266bb4fa23b5fd5b10e719dd40929fd0 , 116
b7969f53c0290ef14dc4f74d21de27dd926aa9a08699832098a9d48c2e49c3be , 753
e8fdb457cb6128a82288daede8218f69c87817195606a451dbabf04955ca580e , 2477
1292c7901ae6ee692657a151aff7de6a55c9813f3e854e001db3d32f32320a2d , 1511
5da288e2af81a6432cd47db7ada1182ea8f005c4b0b3505efe3f9b26e268bc22 , 853
b7e94e3595355d27e14f1c8fc3830279d5785fd1b297b3193be0a2dbff2fa1e2 , 199
82da740ad37d7195213ac4d0f60a867d06e047ba75451463dd30fbaff88532c9 , 280
583ba517010f6066ef5f7c298786969ab2a64a76048cb1bda18f89c57ee2f8ee , 1219
e3ea6c14e09d970d4811bcda1342ccc65cb061a26248a713576d88bced90ae97 , 717
070b8d212563fb4f606983f27ec4f1a13421408b7f5d2e3d23893c398b4e3f1d , 1688
abf8ad837a02f3dc6407d9a6c548bb2ba53c2ba54bfc983cbfe3fdc44045d21c , 2293
4c77dc6f3f85300ffd56592b6e25af865753914590dac8aa7c63e8c6d3b108ee , 154
c00826ffa881535e4a7ff16839237924612e8c758a6d6d1b4088a2152d420c7a , 1175
305672df20fb0e501fef020ac37c14ee6c7f21279d1b0bcd2ce43c0f73892bdf , 2371
678eeaca45f00b56f0386bb1c8d2a8da13c9a783077d1141e3929163396d3887 , 508
67af03db06a3fe7d2e1226cec43ede6711908c2fbadbc2d21f361ae8d443e67e , 1080
bde5a5ea7d319066e929d37c3ffe37cb0a0e05c162d71dcd673b4ca24d96ddc4 , 620
948eac0d1aa36ae58e70394018428ac36db46d437b5c15f94940811b46bef98f , 528
7e04a87b366b87b29d354770ef708066e9fb198571180a48535fa47102773c42 , 1133
78fd732cd7f428298862e67a7b90dbe9457dd7a2b68fa1d06fb4e6b90d0b2252 , 1240
1f134de2866eceaeaeb1f6de1833d5a6d18bbcd547b72998ff1868292ff59f38 , 89
596675a63f68de4d15ab160605eab3eeff07fd5bf69b4873a93c7ed98fe18c93 , 2897
3e13ffe104096c3673a1a1467b3e9cdcb86688f19e7dce2dc25e2a6bd7a9d2bd , 664
9571f76b57f3a111edf89f950532acf2f72823211ddab91f01d10315d19a411a , 295
5802f0ddfa3724e08b21fce288cebb99e2f0dac6565aee0b055cf01e25a6da36 , 149
f68e52a41882da8ae8e37dea6f25688f3e20363b674e2f672780fd6cb49517da , 1114
c94ce355207daf2889ea103b87c515106549e2b99540e9d3d8c8c37aed1f7513 , 599
e31283c2c47a1cbada405dfe839e555c9bec02a91803f2b40b4a9cfca568f2e0 , 1402
df1d4a7ca4f3d932648ef0d10e3e2e7477a56069972485585b0d4f683d3ae3cd , 123
1fa323f2d1e0632e9652a8dead68f6f782078b14ecc6d8adb136a9b2af1bf9ea , 409
ec599357edb03623b43f5e4d06e1055f682adfc4cf62377965228f4b5b4865bc , 1252
c23b541c13b6190920fc5697b7a3c06e3a787adb9b27b579e9dce744b47f1263 , 429
0f855d476937126ad9a6a8d424b24d2ddaab7487b1ca9c93a14020ed23fd306c , 1203
b24969029b456cef5a3e954bd9c2adb3d8dd0e0b54f53ddd35657c679c6d33bf , 278
f928bfb5e4a87a83fe0638739d4b70b19ff29f708649f2f36c0dadcda0db3466 , 888
fff73df1ed50894f00f0e0630e75b2a7cd2b41620024a092595d25548acddb0a , 1779
95af95c0d7aa2eecf11730091fc2921a94b3ca46cee413035beac155daf8916d , 481
273e27399eb6cd2a3b65f0730375351eb9e387b86c324a9586030de19cfefc0f , 4848
680816f8859fe09298c502123c4f8a8ba6bd02d14d566c7559cef11b0f3c3c76 , 200
66d22cb3a3ffb98e74459f5e98b99931bc82a0d8199905fbc12818e09d1e0c46 , 1303
5bd510ff1a893f46bcce7da4e9065674e7f0be4ca560512c73e5c3ef352651b2 , 5457
13b037773ecf11afc505ce35709b32eb52ba54a3368c7736f13a55092c99fee5 , 486
1bd4bd02b2da4f2c0ce3ee1101160145c142e8cd2469713bca430d3ac5db5ed7 , 848
16b87cf5ec1e6b92fa39cf841a589290e2e6d8501f461237908f703864fd06d6 , 111
20dde69a52b4c0ca668b529a0cdd09124c4b5348266656eee1750b17241cc34d , 2921
3d9dee6e592192908384e1786cc5bfa3e36ff9a1df2861e7b1c670cf031cb992 , 3185
40eb509ca8db5b4a17c0acd795aad23616e93c52a6281b041888a24bd404528e , 998
7cc34ceed77a51d5e9d32f9623aca8687c79eee4816a230cc1b745987d325e57 , 1388
89fd4a045f4cc8fb7c328b4880c59c170dfe64c2a55659dc5fc92aa5daf6650b , 3593
baebe4b0e9af349f684268beaf712f4b4b9a871e105b52183a7ef3f3505f3b52 , 208
30e380216bcd8f2179ba1a00eb0bf841d0fc35bf371f273cdbab00805c57d5a5 , 193
50c6b12f584850babaf79fc2035592ab134cfc9fa63f3856b43aff91cce78f84 , 202
dce86912d5d9c838c172459737a1c320d913c7309f5526425456dd9bab854bf6 , 4587
86bdef3c0e4ec9d149e10caefa3d46cdc95006a03d22dbae9c56619059a79396 , 1242
af129ab6d7fbe049417b86ba0e8134f488d3b71f49068a90210053695bc6dde5 , 1921
ddc990ec7ced5dc98be1540856a832a8056fbf162c266e20e322e7825f670c6f , 258
9268a03afb757f889b7e34080f8b06595b8c1ae4ab84ed524c93cf2b1424fd4d , 2545
73f24c8191997e99ad7da00e5399593a059eaafe2c1da2363617e33148c854ad , 60
ed45640242329be4341187875a216983c6ccfdbd4b2e97afdc92d0370a1bf108 , 1729
e36d4598400789845293d081b700305b8d42ce211f051d14ae5b7aa9dec2d075 , 1371
e33c165399cbd67d4bb1ab9c726d28fdd1bca0e5d5c2e4dde12dcfd9c90402ee , 197
4bc444fa2c7420d27d2a106ef58ce5d9cc165271c253fc555ea032111a1bad36 , 232
9d9dda8fe71e47840af09799db491ed52db36559a620e5e182e387be583cb28d , 2000
b1a3954647e7970a77dd2c9bc68c74290f6166261e4c92e8b519ea612dc529fb , 156
0aae56c7c337740c61b060380b726a8ab5679076eca3d3c11e4d7b36563ee574 , 420
f8177d75872d1a3e14512a7bc3abfe37dc6319bfee78ddabfd062fe01daa3965 , 90
1a1f449cdbd55eb707aa8d1bebcabecd56ca80ac0ef782bd72cc9c6dbaf9e48f , 164
a34c249b5e1d86d95c543b63a4329fdd0d78323cd170d4f6e8672684ba0e56ac , 291
6ce0caafcafeed0e10d62a8dffcf02b149f90479f7ca6bf154f1b92860558b69 , 625
23d0653dc6f092e776e09441a97d99951fe703f9e709521a05a6bb203781562e , 1071
67e957b71bc3c57ced04649961f0ec214e42bc07784b924ea69561ab9cb77529 , 4244
3fc8d32fb9c33386e51dbbcc5ff580dab034a9b46ee689474580ffd7a2992ad5 , 889
134a461c3160ee0ff8740375cdc77924a0d5cb5089c8ce6a78ca100b571c5b4c , 392
241e40edef7754a290e96d50e59ba57a6bf34086265a93d1e29bfb43c77396b8 , 568
e0c0371b0950775aa6cae69e709fdef047a7e0748d58493af7cbf70b9c254a50 , 513
7b054cf5dcf31fee6b91e14cebc2daae996332066e539aa5a4252f273b6c10da , 1913
1e74d509b1797f0ff5994bb0db691653d39b324c623944dba06c1eee11221d33 , 1055
68e4383fd192a0d7866a029124839d2f9e798e9845cf1dd32a2ef1b30de470d1 , 1521
cd1d8f31253fc9787b86382876896f33040624df239b265093c64eb3dea88866 , 314
8b5a2662d5efe32f35f7c81145fc8481cd12fe715b845c050615788a1220a7e0 , 1835
0fc663a3401dffa493a86e94bef502a28585b1bf3d795226fb04dcc061d30e83 , 1919
0f03c887c1e0d9e9e4efce8f58b010f8709339fbab10340c4a31f3d775129f42 , 804
7e76afc5f4d3e93e0077b878b33778595506b76cba3ae3ceae2524de697a76a9 , 176
cc882e782ea948b93bc672ab66638b3d2215e88a0aaaf740a65fe5584630fe6d , 2872
344ebedf18c99e607251ec1666af336b62ff5f59f4271a070fa797308c26ebcc , 530
fc6330366cd2b4f5834d87693f2f1c73cbcfa4885d2a61da8a465ad006d3dca9 , 1528
dfb527004ff52fe42754cd21ffe4b95526a394d39f415a788fce23293b1d07f8 , 3112
4aac46f60cda623dfddafe3d6ec536753a694f60c78d41750d0d8e6ceed8de65 , 1567
e12197f662996cf27f27a0928c8af76b903d3ad00d94aae0ab9e96778a4edd5a , 2347
b18e48181290bf5b33ad5880da5e5ab3bef3f92e320a9ea77ebf079b2cd29e97 , 2611
ff7c97e095e5149664e0d50da6d232b53623d5ca6a2fe53c608531c62b4b2236 , 1357
9ca926b09f9253c1e35ba26d5895865cc43db4ae19c16fecfece933b180c60a3 , 672
b47d6d795e9d2a19c23220905cabe2b6dab36fa6ee5d800c989e60196369bbf1 , 84
2f41512b5bc4957eaab1a5766bf761cd7fd9d58961802caf4e424941a4f57379 , 4692
cfee9656b64bd48115e0c53a474dc4c4a1bf1df9fe88cf022ffad8890e2e87bd , 941
1c65433c158f0c26d86ba47933f84b45d5010fba615817069a982ff2c965da08 , 151
d2136922fc44ba5ea3328261e8f44dcff4b2f229c8d41eb04abdc0586b40159c , 103
46f879a2318db5792620e9f8e899db26de38f712935892690e25f161adbe5617 , 150
8f05469b9d31cb851145263b7a61d0789525cbdf82bc70ad889849db8af2c6d9 , 983
9fba9218f4b80ce990ac7c9f0c87b3b6b269a4558148fa50f418eb43da896638 , 1199
3af0daa281944409d542b96a07d3bb5f5f00f70cb81913ad06feb0f9070baae0 , 832
af42b89cbf8dd662d0386d076078d2abdb08d8c09b45b7b9e4e7d857e26671c4 , 318
7c9e2764f4f88759fc0fe4595ed8a99d916b0b5c885b3230290db84711b2f6d6 , 497
a26dcc360ce56e8e028cd067f598550430a59d73f464be82b5236b865ddfea58 , 312
4a500e9597b00e6f1e7acdb4e5bf4a6fb32712ca47826bc7d0c4ceb38818b25b , 434
0ae9a576f47ed9aec98f3907322bf4ce48ea0dd2d14e19e86142c422281b2971 , 2243
e975c58b29fe4b8e5942389779e067cfd067747d4f61849459cd46f2db9cd4de , 752
31b31789043dc6fcc878dfdd542d8b21a10e993e3b00e9ecb8095d6e86f6da6d , 1
5cd4d80e06967ac9774ee3c4fe4c57d5d0f3bd252937a33c1ddab0d0fabcce9c , 3046
106e79a653f86440ef20e982d9e490bdcbfcc16605ecf2396ef934030b8f975a , 2668
adc51879fb88466f035db28876780c56d32bc4c5316a34c2ed438f9573886d8f , 3477
716e2c4d49ad8ec3c7aa2a51ee9a90da2b0c0602bd4b3263a3028a7f14e0601f , 39
04b4b8e70911162637e4acf6c4458c91ccb33361c0e890e63a82ed4095378dc3 , 49
f147d2ef4b38d7039494ebd23933386cfc32b6e42c772ce4ef97fa42105061e5 , 27
bc389aeae35ba58e1b4fdf94592c0a56293c5ee4ef81ea646f8fffc32d00290e , 1687
76cc26050bac4e50d923c217e75f8fa563aa6705dab5a5439e4ffe7f2c82bb94 , 819
13f15d664acd95451d653ddaa273c6c3630d70a1316881b072d6fcd55a510a4c , 966
84ec3495f26d2ef42ad2fed061c3961fd8b3fb59917ed78ba6d1f60b8076742b , 695
5d4af146409f37137b0d5309003458ebe024517730edc4508fc70a225fdab1ce , 1083
cc83c62d791bc7bef808d07a0246c74590791b585f2c6411ac423791f92005a0 , 55
d4799aae93b55431db5c16cee196a19b153a8f6b5ea72bec96fc4a9352dfbf5a , 350
7ba066d7ed3fb9213bdc7447eb107d6ca04d795de0dfbde3ae30c649ea81946b , 162
252ac3712dfad827e9687344b6b1ef85507b32d59f6a460f5f8488b08f6caccc , 4306
01a5616db76bf0a8a872d48431ff704f941789ecca580ac221ce324b6365673b , 1603
b36e677ce5b2a5264527690c88058ba775b3110b6f05b66524dd4757c899ad85 , 1456
de2083455e202520750848e05203a49ee7f42272a4830bb1d6bea0e2f2ad73ed , 612
5739bac19d81a4c22299d44487677ee2f3217c47b413dcc1b6387266b1984a0f , 977
c5ce25de21d5b5c1cf4cf31ca7cb60ab44032fdc6740e6e64c509b4fc8ef1a04 , 2279
7ead746e2379aef7e97c33f7e1239ac4838f5f788e5f924a043b75b862acad91 , 1423
13e7f447c03b7713740acca8e1f8c5453ef5b0d3db95bc47f0cf9381b73cb906 , 4023
15658a4411b71f6d81cd36ecc4b669accfca31fba769a7bb1962444711adab94 , 286
343bc0f5cd4f31a0de627e945a0a1c0f728f4973c38b25b51dc9f2a9487da1ae , 284
f62334bdac99933cc782b6173f83fe08d09e8164cd41666fc66e0869add5d201 , 835
0f742584e79b7d0dabd5271545c0d6efbf60ffbddc186f637a46edf275ba753d , 1352
bcfd853ceb677f70353446f83cf3759736cd698a1345faa2bc022da1f11d4d86 , 404
5ae861fc88fe6eb9f835c1edd6c39f8b911f8ffd876ee400695e5570bd0d4f7a , 2589
9953a435de6533e50948d9b79671748dc2233d723fd6ab8fb3be97b5dad9a4d9 , 5880
b7a51b80a6b7c08aa80031dd5373e147bc341e712ca8ab7b170cc984098eee6c , 1957
f6882ea513713b9706db6ac86c74c2874c9e2967e63ced7fbb33fab0eb66332e , 1143
8e478670445bd8eeb7b171842236736578833df019e6d3d192f0d3908fb9f4f6 , 5965
3c9df61020d9a265af3c548372c500e5371adc2d6ca52833e2afe604cea63421 , 3565
17b89c18f1e3bd09d816b89bb5db6d645eefafb4d5f882fbfd1661f8a49c6842 , 1304
6b9c90d2e6890bcb437962804aa26e9e6af78242ce0e9ad945bb953037f93aba , 1685
af270371480fd72cdfc4f77fec3975b8b51575523183ee3d234711f75e68c89b , 280
5e006ec77a759b5c4e0772e7f05b15c66057d4c39166b280f05d9fe58a21bd89 , 408
77acc755b7bea41d05a97e9dc306d389ed11aab1eb4f50a7fc4d392ee25dcffb , 1959
19667120a8e68e1302aa6ac1c2d7dce4ebe2a062c50bc18c765a2b9f83894760 , 3219
492371df19856e92df09fb042cb26e045ba9a365a200058762889e8e13d8d88b , 40
2e0e9a49003466648a7b4778180cd151907bfd2746ed3aa9a5e8ad9262f8ae46 , 793
95b70642a4c70e2b53c04a8a426b28775ac59a865fc7d11dd6bd23a63f478cc4 , 88
c6a2c20ce5e2d0b1bc7afa2eccc5efbe5cc59a8c8338c36fc70f57ee8f47293e , 602
aa4ec8fe541f4c81ce930dc46c0b7a7bf077be09dd89f81cf34877fa39ae8a1a , 1079
be88674847d298e0512742781cfe9bcdc55f32194f755b128dcdae2cc44f993f , 1505
75e22aed043912d210d01eca429ba45a03ec9b9d1d8c2abec40fcd6267d6edf9 , 1498
829d67a59ae6c655c89945df768cd60d311f4458f477fcef9740dc52c30d657d , 152
7ddc06779e516b42d215eb969d501f7661c297632730da6fdea38416536bf012 , 311
021ab80bc57be9cfe8c2be36200cf5b58ef8672b50be222404ed9c01719e8809 , 3209
f7a89e494271c47b9b62be6d7f5476bf7a1a1e1389e062446af7d0c08419538b , 343
b20802c6b4ce42060601e63675dd903898b5301d1986ad82cfecc1a0c5738a23 , 49
25b51a45a73d357147fb8f45323bfe838828d473d0b50a9f5039cba68a116801 , 673
cd8203037ef538d5ad080cc28a0702e9988b88fa1a8c8271a5dbac969850323a , 1937
d9b23f06c36c75fe35b4118c41149c1962bc292921e3024423d0fb5d3161d12d , 414
